"id"	"type"	"joint"	"x"	"g"	"l"	"r"	"truez"
16	2	1	1	1	0.201369058687319	0.252097192599919	1
16	2	2	1	1	0	0.0721513758371485	1
17	1	1	1	1	0.617410632399979	0.694104024609743	1
17	1	2	1	1	0.510409844500601	0.58886330064118	1
17	2	1	1	1	0.718721300980355	0.810838997604129	1
17	2	2	1	1	0.285984265886958	0.328933035294585	1
18	1	1	1	1	0.988609188996466	Inf	0
18	1	2	1	1	0.129843030812401	0.3295343937603	1
18	2	1	1	1	0.125775432722167	0.137531112235896	1
18	2	2	1	1	0.99731055642395	Inf	0
19	1	1	1	1	0.0529977159553623	0.328704063111876	1
19	1	2	1	1	0.996241706508948	Inf	1
19	2	1	1	1	0.323225556038744	0.553768599676828	1
19	2	2	1	1	0.194314982439117	0.239113421433093	1
20	1	1	1	1	0.0441767537966371	0.233430048533458	1
20	1	2	1	1	0.572105232587551	0.605076254819055	1
20	2	1	1	1	0.0187662648856866	0.0307351474538672	1
20	2	2	1	1	0.037806086482557	0.162483082666357	1
21	1	1	1	1	0.951022992002917	Inf	0
21	1	2	1	1	0.916137839044147	Inf	0
21	2	1	1	1	0.937911202613762	Inf	1
21	2	2	1	1	0.972148893406108	Inf	0
22	1	1	1	1	0.305316347112623	0.380094117150842	1
22	1	2	1	1	0.829498402426339	Inf	1
22	2	1	1	1	0.886758404113694	Inf	1
22	2	2	1	1	0.19947513637061	0.269259954063228	1
23	1	1	1	1	0.980644842722988	Inf	1
23	1	2	1	1	0.103888587098735	0.175472415102996	1
23	2	1	1	1	0.530802730116614	0.647383759275849	1
23	2	2	1	1	0.529813198979311	0.551313211933077	1
24	1	1	1	1	0.762835729336071	Inf	1
24	1	2	1	1	0.986980456323253	Inf	0
24	2	1	1	1	0.299323659108558	0.394886241812559	1
24	2	2	1	1	0.11938928869614	0.144618877289497	1
25	1	1	1	1	0.993344291674011	Inf	0
25	1	2	1	1	0.947898180122169	Inf	0
25	2	1	1	1	0	0.0162378221051767	1
25	2	2	1	1	0	0.104852963884579	1
26	1	1	1	1	0.952751696323536	Inf	0
26	1	2	1	1	0.0105291577048374	0.0987930739248777	1
26	2	1	1	1	0.821870091461183	Inf	0
26	2	2	1	1	0.204226566192493	0.388766109216284	1
27	1	1	1	1	0.0689484383424229	0.193131930605488	1
27	1	2	1	1	0.456031613383587	0.481273762957338	1
27	2	1	1	1	0.288948442234206	0.338965514213088	1
27	2	2	1	1	0.977479640068796	Inf	0
28	1	1	1	1	0.0559051080596765	0.101448856197911	1
28	1	2	1	1	0.06140655153431	0.128868287008018	1
28	2	1	1	1	0.954376990601114	Inf	1
28	2	2	1	1	0.924143272156446	0.947155871505467	1
29	1	1	1	1	0.776680122239688	Inf	1
29	1	2	1	1	0.821645296564294	0.828989614370343	1
29	2	1	1	1	0.884744762334169	Inf	1
29	2	2	1	1	0.445588556429163	0.680592362659377	1
30	1	1	1	1	0.552396320893729	0.586404540219644	1
30	1	2	1	1	0.521176391607802	0.584868629647833	1
30	2	1	1	1	0	0.0859918755437148	1
30	2	2	1	1	0.971391918226745	Inf	0
31	1	1	1	1	0.919076800350964	Inf	0
31	1	2	1	1	0.686427974387976	0.868195700601389	1
31	2	1	1	1	0.416397048376787	0.453417313831908	1
31	2	2	1	1	0.999477301683738	Inf	0
32	1	1	1	1	0.889929360205853	0.989618738418515	1
32	1	2	1	1	0.007294000685215	0.0446349627783007	1
32	2	1	1	1	0.381345039424941	0.418728082210973	1
32	2	2	1	1	0.523738198098719	0.689470738765961	1
33	1	1	1	1	0	0.043190669012598	1
33	1	2	1	1	0.944491917199349	Inf	0
33	2	1	1	1	0.392643910419496	0.416085932852069	1
33	2	2	1	1	0.885299044813051	Inf	0
34	1	1	1	1	0.0308883894467726	0.264295919063937	1
34	1	2	1	1	0.0603304581229991	0.121905994457648	1
34	2	1	1	1	0.391816383312152	0.529608033768746	1
34	2	2	1	1	0.17575178114782	0.243232445100931	1
35	1	1	1	1	0.969446278396561	Inf	1
35	1	2	1	1	0.129484048550607	0.218365801279548	1
35	2	1	1	1	0.0363303166899122	0.14494649805035	1
35	2	2	1	1	0.028600142034702	0.186274236315841	1
36	1	1	1	1	0.155925570018808	0.215210651520621	1
36	1	2	1	1	0	0.0532505710122591	1
36	2	1	1	1	0.0617418924851741	0.0869498994939427	1
36	2	2	1	1	0	0.105783619818496	1
37	1	1	1	1	0.245821328473951	0.296746337511031	1
37	1	2	1	1	0.983311133855482	Inf	0
37	2	1	1	1	0	0.0276650911895558	1
37	2	2	1	1	0	0.132608851318466	1
38	1	1	1	1	0.244230882927657	0.346480319097044	1
38	1	2	1	1	0.190296815804883	0.294633050603441	1
38	2	1	1	1	0.426087157275208	0.507742936472545	1
38	2	2	1	1	0.935912323729327	Inf	1
39	1	1	1	1	0.0842086964265859	0.139519701847331	1
39	1	2	1	1	0.986041208004572	Inf	0
39	2	1	1	1	0.737739744109992	0.772116261350881	1
39	2	2	1	1	0.938070872738306	Inf	0
40	1	1	1	1	0.233894722586815	0.482277682155838	1
40	1	2	1	1	0.229785319936828	0.310658700347768	1
40	2	1	1	1	0.990093409612276	Inf	0
40	2	2	1	1	0.962658701123944	Inf	0
41	1	1	1	1	0	0.142639702550116	1
41	1	2	1	1	0.528246253229394	0.581726610281002	1
41	2	1	1	1	0.22929737759595	0.255820607727666	1
41	2	2	1	1	0.632663499969789	0.656943215602809	1
42	1	1	1	1	0.691326900439702	0.848271258407618	1
42	1	2	1	1	0.996769847829183	Inf	1
42	2	1	1	1	0.207671244632148	0.226081907519766	1
42	2	2	1	1	0.198973869804252	0.284083196602245	1
43	1	1	1	1	0.0802389366404803	0.129697929793224	1
43	1	2	1	1	0.0117201205808669	0.0222536292392761	1
43	2	1	1	1	0.711217263048854	0.793247764820097	1
43	2	2	1	1	0.305316122047265	0.466288741013962	1
44	1	1	1	1	0.87388191837482	Inf	0
44	1	2	1	1	0.993220578493501	Inf	0
44	2	1	1	1	0.416346936210612	0.750653723798037	1
44	2	2	1	1	0.968850207847992	Inf	1
45	1	1	1	1	0.33624941725298	0.511699807865882	1
45	1	2	1	1	0.0796678465749038	0.199347725872624	1
45	2	1	1	1	0.653130119238306	0.770865095810508	1
45	2	2	1	1	0.980164626326666	Inf	0
46	1	1	1	1	0.860204834286257	Inf	0
46	1	2	1	1	0.985915027721031	Inf	0
46	2	1	1	1	0.933335140846761	Inf	0
46	2	2	1	1	0	0.0734829067190178	1
47	1	1	1	1	0.310097361739057	0.398489589627145	1
47	1	2	1	1	0.389382060757321	0.506986332166641	1
47	2	1	1	1	0.0754250272875652	0.212712547991643	1
47	2	2	1	1	0.973611990723547	Inf	0
48	1	1	1	1	0.664993309098031	0.690071004427705	1
48	1	2	1	1	0.477615721370634	0.523792049364505	1
48	2	1	1	1	0	0.0346090226899832	1
48	2	2	1	1	0.282190635461796	0.347961998436798	1
49	1	1	1	1	0.0133145263218695	0.137010112471668	1
49	1	2	1	1	0	0.0737067478465065	1
49	2	1	1	1	0.0951411275205617	0.138859592610122	1
49	2	2	1	1	0.0903972504185508	0.178318791412272	1
50	1	1	1	1	0.200446667304243	0.233391334340888	1
50	1	2	1	1	0.958537436349498	Inf	1
50	2	1	1	1	0.0259005955300715	0.125618842973033	1
50	2	2	1	1	0.22456648664596	0.288291269706794	1
51	1	1	1	1	0.45254748977155	0.54092034102363	1
51	1	2	1	1	0.166842672890929	0.181037759371979	1
51	2	1	1	1	0.0288062961577412	0.308110374746152	1
51	2	2	1	1	0.946698472877604	Inf	0
52	1	1	1	1	0.268973473847263	0.283799940380741	1
52	1	2	1	1	0.985164264082577	Inf	0
52	2	1	1	1	0.959773235132253	Inf	0
52	2	2	1	1	0.819886616355199	Inf	1
53	1	1	1	1	0.191763574295657	0.221806285871173	1
53	1	2	1	1	0.602934281624544	0.669057509189677	1
53	2	1	1	1	0.995681757310518	Inf	1
53	2	2	1	1	0.0616253321042658	0.079891622503687	1
54	1	1	1	1	0.286028736360252	0.384078648092581	1
54	1	2	1	1	0.378315476173733	0.548327160836375	1
54	2	1	1	1	0.529348799584786	0.56268531975651	1
54	2	2	1	1	0.256782841256014	0.357707324938499	1
55	1	1	1	1	0.317206680499546	0.388562172651344	1
55	1	2	1	1	0.996576644043009	Inf	1
55	2	1	1	1	0.914319024016017	Inf	1
55	2	2	1	1	0.275248304872659	0.345510897739712	1
56	1	1	1	1	0.82209512363666	Inf	0
56	1	2	1	1	0.989208416307281	Inf	0
56	2	1	1	1	0.515426523570863	0.534475612530445	1
56	2	2	1	1	0.278663519157234	0.292941612010408	1
57	1	1	1	1	0.936678932697802	Inf	0
57	1	2	1	1	0.470011855779303	0.54231039418055	1
57	2	1	1	1	0.965938614459976	Inf	1
57	2	2	1	1	0.663365554784541	0.740754521419509	1
58	1	1	1	1	0	0.0536799789851016	1
58	1	2	1	1	0.999583183126256	Inf	0
58	2	1	1	1	0.978880066027003	Inf	0
58	2	2	1	1	0.983740035498916	Inf	1
59	1	1	1	1	0.677909244327465	0.742800659676244	1
59	1	2	1	1	0.921296857179438	0.963350684960431	1
59	2	1	1	1	0.123893453046893	0.146110749483322	1
59	2	2	1	1	0.175103325601232	0.314395438703141	1
60	1	1	1	1	0.0989722121127656	0.205909510953013	1
60	1	2	1	1	0.978778506836033	Inf	0
60	2	1	1	1	0.978502452492152	Inf	0
60	2	2	1	1	0.304674663147879	0.380872548399939	1
61	1	1	1	1	0.343886393520903	0.369188781366794	1
61	1	2	1	1	0.264116039498334	0.533662700650589	1
61	2	1	1	1	0	0.0661432544214136	1
61	2	2	1	1	0.984892978783196	Inf	0
62	1	1	1	1	0.135382597709696	0.210687287517972	1
62	1	2	1	1	0.0937275573284349	0.228851324560244	1
62	2	1	1	1	0.349605493557073	0.483389923617203	1
62	2	2	1	1	0.485886437422262	0.498563272511156	1
63	1	1	1	1	0.499987161138554	0.558411023377018	1
63	1	2	1	1	0.673265657849147	0.814359050211334	1
63	2	1	1	1	0.477700073118479	0.53922449609536	1
63	2	2	1	1	0.362617365922545	0.425692604666105	1
64	1	1	1	1	0.902840469264481	Inf	0
64	1	2	1	1	0.189910292178192	0.221917566512511	1
64	2	1	1	1	0.27292530028805	0.328592491051912	1
64	2	2	1	1	0.535084961136531	0.637006671504302	1
65	1	1	1	1	0.988991351723933	Inf	1
65	1	2	1	1	0.314920501821791	0.413070114829218	1
65	2	1	1	1	0.349344888560631	0.403872232787231	1
65	2	2	1	1	0.915249726097161	Inf	1
66	1	1	1	1	0.34857060198979	0.482966614576549	1
66	1	2	1	1	0.0607281186152833	0.0941545026843088	1
66	2	1	1	1	0.170371459609901	0.182585432123465	1
66	2	2	1	1	0.284954788632719	0.334522434092848	1
67	1	1	1	1	0.0755750194636589	0.112090195757793	1
67	1	2	1	1	0.105670293713186	0.249018514161909	1
67	2	1	1	1	0.963533581003737	Inf	1
67	2	2	1	1	0.457056803139707	0.510116343454069	1
68	1	1	1	1	0.198240952187057	0.274496962305453	1
68	1	2	1	1	0.0260422442108393	0.0599889839766547	1
68	2	1	1	1	0.132733328704009	0.189879069355611	1
68	2	2	1	1	0.181343008486256	0.22595736542663	1
69	1	1	1	1	0.688050477142895	0.938092513849045	1
69	1	2	1	1	0.913578770738829	Inf	0
69	2	1	1	1	0.233454743533613	0.326478755724162	1
69	2	2	1	1	0.514303672193113	0.647937918048134	1
70	1	1	1	1	0.916430801695881	Inf	0
70	1	2	1	1	0.868827769804053	Inf	0
70	2	1	1	1	0.0258432827657089	0.1941111020427	1
70	2	2	1	1	0.131653049772367	0.312190064495865	1
71	1	1	1	1	0.123321214039784	0.177522117363956	1
71	1	2	1	1	0.963901711168463	Inf	0
71	2	1	1	1	0.0998061088136197	0.150230466734267	1
71	2	2	1	1	0.974741039397117	Inf	0
72	1	1	1	1	0.0284418155206367	0.127657715017432	1
72	1	2	1	1	0.0477328326183925	0.195545170038322	1
72	2	1	1	1	0.552716717473551	0.632469896386222	1
72	2	2	1	1	0.847403788716522	Inf	0
73	1	1	1	1	0.11029483912537	0.164489863708558	1
73	1	2	1	1	0.37691153988218	0.418086427326766	1
73	2	1	1	1	0.138110687196363	0.53808290800403	1
73	2	2	1	1	0.916563626377051	Inf	0
74	1	1	1	1	0.982389317488584	Inf	1
74	1	2	1	1	0.177903332447903	0.254878816429554	1
74	2	1	1	1	0.329485687720505	0.379357487766682	1
74	2	2	1	1	0.97639635284903	Inf	0
75	1	1	1	1	0.430313261635178	0.449839892897189	1
75	1	2	1	1	0.0573551427826674	0.0876947814619557	1
75	2	1	1	1	0.747652468208362	0.859998658695615	1
75	2	2	1	1	0.939203352166612	Inf	0
76	1	1	1	1	0.361468987762416	0.370745196882123	1
76	1	2	1	1	0.190262987754396	0.328585507165947	1
76	2	1	1	1	0	0.055236824879185	1
76	2	2	1	1	0.0439401153009385	0.0688342368928716	1
77	1	1	1	1	0.997819633876645	Inf	0
77	1	2	1	1	0.142019298109682	0.179952950257095	1
77	2	1	1	1	0.774731049538341	0.788227835149255	1
77	2	2	1	1	0	0.228966670657013	1
78	1	1	1	1	0.941575221354351	Inf	1
78	1	2	1	1	0.735849809998183	0.966605596024515	1
78	2	1	1	1	0.143832567331957	0.287268305186738	1
78	2	2	1	1	0.0693561965578652	0.163253584404694	1
79	1	1	1	1	0.161009984433869	0.21148716021886	1
79	1	2	1	1	0.963826968748243	Inf	0
79	2	1	1	1	0.18992398078002	0.256148241778672	1
79	2	2	1	1	0.151489878014489	0.377508531855772	1
80	1	1	1	1	0.94435986155909	Inf	0
80	1	2	1	1	0.800496025191351	0.852241284857929	1
80	2	1	1	1	0.999174757070545	Inf	0
80	2	2	1	1	0.0531143439912653	0.104570011650668	1
81	1	1	1	1	0.629998510650815	0.724886621664258	1
81	1	2	1	1	0.935842365927873	Inf	0
81	2	1	1	1	0.875960935684187	Inf	0
81	2	2	1	1	0.598807730527383	0.645250081829278	1
82	1	1	1	1	0.217232483784776	0.344268095581304	1
82	1	2	1	1	0.166110739472186	0.328336815515377	1
82	2	1	1	1	0.762543098309463	0.871429588040941	1
82	2	2	1	1	0.979530069033422	Inf	1
83	1	1	1	1	0.128163317910237	0.16451641939634	1
83	1	2	1	1	0.0758254043715906	0.202278390040339	1
83	2	1	1	1	0.995163216992148	Inf	0
83	2	2	1	1	0.110008028317853	0.299288809436406	1
84	1	1	1	1	0.960102937526551	Inf	1
84	1	2	1	1	0.990082423414198	Inf	0
84	2	1	1	1	0.227186457153117	0.26472180508024	1
84	2	2	1	1	0.968045332791734	Inf	1
85	1	1	1	1	0.99755747518483	Inf	0
85	1	2	1	1	0.562498338250136	0.728667067085065	1
85	2	1	1	1	0.211716736749044	0.267029588976133	1
85	2	2	1	1	0.122394588676499	0.266550117305952	1
86	1	1	1	1	0.897942903587418	0.962942290672618	1
86	1	2	1	1	0.77698161289635	0.843427216069338	1
86	2	1	1	1	0.616354306252053	0.66898320929434	1
86	2	2	1	1	0.691845111133337	0.74435432846801	1
87	1	1	1	1	0.0583746639080346	0.159796085856379	1
87	1	2	1	1	0.35663512649888	0.585403808407343	1
87	2	1	1	1	0.475958790396589	0.560701499145006	1
87	2	2	1	1	0.185682988830799	0.256740244392718	1
88	1	1	1	1	0.983010201685379	Inf	1
88	1	2	1	1	0.0517997784519053	0.257991056969825	1
88	2	1	1	1	0.823676085249135	Inf	1
88	2	2	1	1	0.215740303545001	0.28411061427227	1
89	1	1	1	1	0.103932642558552	0.330511071328472	1
89	1	2	1	1	0.0115590546047315	0.149233577463994	1
89	2	1	1	1	0.426797276020767	0.543837491167713	1
89	2	2	1	1	0.281229316319005	0.345511599643516	1
90	1	1	1	1	0.2083739486756	0.309537782446025	1
90	1	2	1	1	0.932755439066193	Inf	1
90	2	1	1	1	0.160777417267198	0.171616512117433	1
90	2	2	1	1	0.98235978866275	Inf	1
91	1	1	1	1	0.306472575116407	0.322480155258875	1
91	1	2	1	1	0.0060780567349866	0.126997757303847	1
91	2	1	1	1	0.613090579659877	Inf	1
91	2	2	1	1	0.388563532658338	0.517905759801792	1
92	1	1	1	1	0.117998787940698	0.307007310764515	1
92	1	2	1	1	0.915384382748375	Inf	1
92	2	1	1	1	0.56478587726665	0.60879011533547	1
92	2	2	1	1	0.0867172317304549	0.123781066218609	1
93	1	1	1	1	0.858937244348183	Inf	1
93	1	2	1	1	0.999140477444887	Inf	0
93	2	1	1	1	0.48987878575231	0.767729102945465	1
93	2	2	1	1	0.729896724854406	0.873288003604649	1
94	1	1	1	1	0.472645485297403	0.506003453618473	1
94	1	2	1	1	0.109866136287355	0.160630111369082	1
94	2	1	1	1	0.480077481901376	0.706492553711476	1
94	2	2	1	1	0.28349278088872	0.381683936098382	1
95	1	1	1	1	0.108155050370108	0.206052396311147	1
95	1	2	1	1	0.0309101679129526	0.10740151030057	1
95	2	1	1	1	0.315877920632935	0.417103235756256	1
95	2	2	1	1	0.115869714753799	0.486449790972798	1
96	1	1	1	0	0.98757703949182	Inf	1
96	1	2	1	0	0.14410563857144	0.170809382910041	1
96	2	1	1	0	0.224784651245547	0.342130062810809	1
96	2	2	1	0	0.782262896951904	0.909619114654042	1
97	1	1	1	0	0.117974918843538	0.174416856317384	1
97	1	2	1	0	0.165545803474625	0.262186535050979	1
97	2	1	1	0	0	0.251003565717687	1
97	2	2	1	0	0.976106876417311	Inf	0
98	1	1	1	0	0.935355046363089	Inf	0
98	1	2	1	0	0.986002681426685	Inf	0
98	2	1	1	0	0.928467881847685	Inf	0
98	2	2	1	0	0.956349598316578	Inf	1
99	1	1	1	0	0.932586809146741	Inf	1
99	1	2	1	0	0.488396035947384	0.661884029546042	1
99	2	1	1	0	0.98413790618495	Inf	0
99	2	2	1	0	0.961811064775733	Inf	0
100	1	1	1	0	0.34617415927451	0.464375521288808	1
100	1	2	1	0	0.293619626915062	0.306727037686835	1
100	2	1	1	0	0.866307311953659	Inf	1
100	2	2	1	0	0.392725683688339	0.505864021953566	1
101	1	1	1	0	0.0802701070035959	0.119498409631486	1
101	1	2	1	0	0.996868186263991	Inf	0
101	2	1	1	0	0.502334176766062	0.765265661304657	1
101	2	2	1	0	0.977730933384784	Inf	0
102	1	1	1	0	0	0.069007334623248	1
102	1	2	1	0	0.921353138583423	0.972080574900316	1
102	2	1	1	0	0.957571610877529	Inf	0
102	2	2	1	0	0.134487660810355	0.383130787227505	1
103	1	1	1	0	0.978175070327646	0.999198117856807	1
103	1	2	1	0	0.660411628441516	0.754301301025872	1
103	2	1	1	0	0	0.180918169545464	1
103	2	2	1	0	0.00955640038009733	0.0679559484522444	1
104	1	1	1	0	0.48645686093411	0.52848899881693	1
104	1	2	1	0	0.992808025961404	Inf	0
104	2	1	1	0	0.0513707038925445	0.134194470470058	1
104	2	2	1	0	0.00467806099914014	0.0376227936940268	1
105	1	1	1	0	0.303688953253484	0.470132455775537	1
105	1	2	1	0	0.230926606097337	0.278984497166109	1
105	2	1	1	0	0.978151568969775	Inf	0
105	2	2	1	0	0.199040547934327	0.310191488042615	1
106	1	1	1	0	0.47889405079567	0.702453873856514	1
106	1	2	1	0	0.888639423261916	Inf	1
106	2	1	1	0	0.35300345679482	0.376784099454224	1
106	2	2	1	0	0.681402586310337	0.885979268878607	1
107	1	1	1	0	0.979643644517754	Inf	0
107	1	2	1	0	0.439417210485984	0.631775135335453	1
107	2	1	1	0	0	0.107365914521025	1
107	2	2	1	0	0.0195972009561956	0.0846531985772258	1
108	1	1	1	0	0	0.0861936150076699	1
108	1	2	1	0	0.966228689948536	Inf	1
108	2	1	1	0	0.561321906189292	0.590055036780282	1
108	2	2	1	0	0	0.302704715056002	1
109	1	1	1	0	0.461599012015682	0.487350008583923	1
109	1	2	1	0	0.11417124203207	0.136245794913601	1
109	2	1	1	0	0.688701608361858	0.740337576112985	1
109	2	2	1	0	0.51959939611603	0.574870587589843	1
110	1	1	1	0	0.916228475026342	Inf	1
110	1	2	1	0	0	0.112064277561197	1
110	2	1	1	0	0.581957516916977	0.65044109979895	1
110	2	2	1	0	0.998504489438548	Inf	1
111	1	1	1	0	0.94018506019462	Inf	0
111	1	2	1	0	0.284444101250888	0.502471599039682	1
111	2	1	1	0	0.343536484809143	0.450211579448312	1
111	2	2	1	0	0.985735524543234	Inf	0
112	1	1	1	0	0.248034130506948	0.376705831101181	1
112	1	2	1	0	0.0954904226586223	0.113161983177997	1
112	2	1	1	0	0.0363965443676764	0.150318572085938	1
112	2	2	1	0	0	0.0235421596560627	1
113	1	1	1	0	0.0329630428459495	0.234470331332389	1
113	1	2	1	0	0.563421462141072	0.679895076093577	1
113	2	1	1	0	0.161502049107433	0.210308297338055	1
113	2	2	1	0	0.0400885347488752	0.250465762763894	1
114	1	1	1	0	0.0164502893161952	0.109932655872656	1
114	1	2	1	0	0.121009582372144	0.207144208152996	1
114	2	1	1	0	0.0107252400962132	0.194354329124838	1
114	2	2	1	0	0.984023947773642	Inf	0
115	1	1	1	0	0.957379573377553	Inf	1
115	1	2	1	0	0.959304816143006	Inf	0
115	2	1	1	0	0.456631863659635	0.491554143214748	1
115	2	2	1	0	0.931261620461616	Inf	1
116	1	1	1	0	0.860914527188649	Inf	0
116	1	2	1	0	0.073057336262883	0.149800776638119	1
116	2	1	1	0	0.10841187582805	0.292722340824384	1
116	2	2	1	0	0.663859872421936	0.725720187303912	1
117	1	1	1	0	0.964637055005246	Inf	0
117	1	2	1	0	0.790678235726164	Inf	1
117	2	1	1	0	0.974988293006484	Inf	0
117	2	2	1	0	0.0379789062624879	0.0927485184572203	1
118	1	1	1	0	0.950953221351792	Inf	1
118	1	2	1	0	0.423661846581732	0.462601654024312	1
118	2	1	1	0	0.660953840723337	0.718343326209854	1
118	2	2	1	0	0.910398166024801	Inf	0
119	1	1	1	0	0.706707757472039	0.905758047133404	1
119	1	2	1	0	0.308271949876402	0.379822179250246	1
119	2	1	1	0	0.994955604364952	Inf	0
119	2	2	1	0	0.982311774257979	Inf	0
120	1	1	1	0	0.0467683025735481	0.101767575608986	1
120	1	2	1	0	0.986255314575225	Inf	0
120	2	1	1	0	0	0.132178793748127	1
120	2	2	1	0	0.597493413976421	0.698974377239606	1
121	1	1	1	0	0.989050277853262	Inf	0
121	1	2	1	0	0.310693920599269	0.320434207105981	1
121	2	1	1	0	0.145452378585	0.257250034231907	1
121	2	2	1	0	0.813965881157063	Inf	1
122	1	1	1	0	0.983514755116903	Inf	0
122	1	2	1	0	0.978839197172223	Inf	0
122	2	1	1	0	0.976379293127321	Inf	0
122	2	2	1	0	0.335053902836277	0.356589837833068	1
123	1	1	1	0	0.955063135165542	Inf	1
123	1	2	1	0	0.864678488522413	0.871555526544917	1
123	2	1	1	0	0.990526121381688	Inf	0
123	2	2	1	0	0.000504366517998278	0.158928650075031	1
124	1	1	1	0	0.949022162051488	Inf	0
124	1	2	1	0	0.277866893073761	0.336163236802423	1
124	2	1	1	0	0.152165066007926	0.302054025330957	1
124	2	2	1	0	0.116053708011066	0.209003538747555	1
125	1	1	1	0	0.876047009713509	Inf	1
125	1	2	1	0	0.931168511559981	Inf	0
125	2	1	1	0	0.895053518175915	Inf	0
125	2	2	1	0	0.991296461841953	Inf	0
126	1	1	1	0	0.960667994868038	Inf	0
126	1	2	1	0	0.0704293896874115	0.109801500424661	1
126	2	1	1	0	0.140835213282363	0.45510157223133	1
126	2	2	1	0	0.323214895636041	0.351113878245663	1
127	1	1	1	0	0.730057776670995	0.792683291431944	1
127	1	2	1	0	0.229093211082369	0.314441361358198	1
127	2	1	1	0	0.922743994603825	Inf	1
127	2	2	1	0	0.0822811853119588	0.193130045282635	1
128	1	1	1	0	0	0.0708633611868036	1
128	1	2	1	0	0.996104836020417	Inf	0
128	2	1	1	0	0.996835571807807	Inf	0
128	2	2	1	0	0.199802141285905	0.228494379947365	1
129	1	1	1	0	0.415061897229949	0.556343850534434	1
129	1	2	1	0	0.960839319823968	Inf	0
129	2	1	1	0	0.516424235311416	0.673194524992317	1
129	2	2	1	0	0.877826673684348	Inf	1
130	1	1	1	0	0.430953819334188	0.47862878984716	1
130	1	2	1	0	0.896386561463805	Inf	1
130	2	1	1	0	0.131309232241257	0.233227659138158	1
130	2	2	1	0	0	0.0669238836949176	1
131	1	1	1	0	0.0420415283159769	0.0935012153307808	1
131	1	2	1	0	0.982281545978017	Inf	1
131	2	1	1	0	0.349826133043866	0.414646654366639	1
131	2	2	1	0	0.362061444291012	0.413387762280973	1
132	1	1	1	0	0.0911429508577665	0.190971467266092	1
